slots,entry,exit,rebal,cap,univ,wt,ann,bench,excess,ir,sharpe,maxdd,cost,hold,mhold,ntr,yr_pos,y2020,y2021,y2022,y2023,y2024
8,16,24,2,3,500,equal,0.4348643566502157,0.29716493118767007,0.13769942546254565,0.6712473394311539,1.4829442019244305,-0.37434506851894656,0.04610445329943306,30.0,40.34334763948498,233,0.6,0.060657605944996806,0.5205587424238081,-0.10250426680168234,0.22411760123772329,-0.09659588758097626
8,16,24,2,3,750,equal,0.5079595341515994,0.29716493118767007,0.21079460296392938,0.9587593885717758,1.6560690134985092,-0.37434506851894656,0.04712255746714429,30.0,39.49579831932773,238,0.8,0.060657605944996806,0.5324312201213293,0.0329727019303665,0.2088849543289626,-0.002315483862809775
8,16,24,4,2,500,equal,0.5041199429300613,0.29716493118767007,0.20695501174239128,0.927890288674976,1.6666835342458337,-0.3215976858012266,0.034632949894093434,40.0,52.22222222222222,180,0.8,0.28607994507447243,0.39297443664964793,-0.07102546654927311,0.14858586990906875,0.039940911460533135
8,16,24,4,2,750,equal,0.5359406567770564,0.29716493118767007,0.2387757255893863,1.019484224784675,1.7075855379407625,-0.3215976858012266,0.034640714564717984,40.0,51.64835164835165,182,0.8,0.28607994507447243,0.39399147681729474,-0.053156145208838934,0.1488328806112189,0.12773505337887636
8,16,24,4,3,500,equal,0.4641999042549225,0.29716493118767007,0.16703497306725246,0.7769652962040998,1.5673933705972518,-0.3366236645306575,0.035785971357264454,40.0,52.80898876404494,178,0.8,0.2870449461199691,0.4207666667114751,-0.1636581282155407,0.13077975177404788,0.013242561424190447
8,16,24,4,3,750,equal,0.5522436547999452,0.29716493118767007,0.2550787236122751,1.090382152969094,1.7559981893075165,-0.3215976858012266,0.03637233318300149,40.0,51.64835164835165,182,0.8,0.2870449461199691,0.42181330188385324,-0.06595576176300755,0.12919166799972337,0.1969068431286216
8,16,32,1,2,500,equal,0.49330610924285856,0.29716493118767007,0.1961411780551885,0.9131676161766336,1.6219133701408341,-0.3672880796435295,0.04278347264749612,35.0,42.152466367713004,223,0.6,0.18529727281219865,0.4464592259419846,-0.10498776355989137,0.2951030925641438,-0.024479363583564506
8,16,32,1,2,750,equal,0.5212721233791426,0.29716493118767007,0.22410719219147257,1.02747382986251,1.6698471754696214,-0.3672880796435295,0.04603298311775166,30.0,39.166666666666664,240,0.8,0.18529727281219865,0.38482168235457603,0.011288773407052588,0.2871738517347273,-0.005618500009171634
8,16,32,1,3,500,equal,0.529698934609357,0.29716493118767007,0.23253400342168695,1.0444087435490061,1.6733893812844878,-0.3672880796435295,0.04478215382771527,32.5,42.34234234234234,222,0.8,0.17459668480706658,0.39148610468210854,-0.12810306206101696,0.32090775884241807,0.15995875504709423
8,16,32,1,3,750,equal,0.5596879926920122,0.29716493118767007,0.2625230615043421,1.1357071832659127,1.7402697885786327,-0.3672880796435295,0.04578856018597721,30.0,41.409691629955944,227,0.8,0.17459668480706658,0.4282476644846711,-0.08752123925361521,0.3285752101298032,0.1735202087445269
